"SKU","DESCRIPTION","YEAR","CAPACITY","URL","PRICE","SELLER_INFORMATION","OFFER_DESCRIPTION","COUNTRY"
"11336","Barbaresco,Sori Tildin,Angelo Gaja","2010","1.5L","https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u","910.00","The Redd Collection","2010Barbaresco,Sori Tildin,Angelo Gaja","USA (CA)"
"11336","Barbaresco,Sori Tildin,Angelo Gaja","2010","1.5L","https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u","2725.00","Westgarth Wines","2010Gaja,Sori Tildin","USA (CA)"
"11337","Barbaresco,Sori Tildin,Angelo Gaja","2010","750ml","https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u","334.00","Yankee Spirits","GAJASORITILDINLANGHEBARBARESCO2010","USA (MA)"
"11337","Barbaresco,Sori Tildin,Angelo Gaja","2010","750ml","https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u","364.99","Stirling Fine Wines","Gaja Sori Tildin2010,Piedmont,Langhe","USA (NJ)"
"11337","Barbaresco,Sori Tildin,Angelo Gaja","2010","750ml","https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u","379.99","Maximum Beverage","Gaja-Langhe Sori Tildin2010","USA (CT)"
"11337","Barbaresco,Sori Tildin,Angelo Gaja","2010","750ml","https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u","395.00","European Wine Resource","2010Gaja-Sori Tildin","USA (CA)"
"11337","Barbaresco,Sori Tildin,Angelo Gaja","2010","750ml","https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u","420.00","WineDeals.com Premier Wine & Spirits","Gaja Sori Tildin2010/750ml.","USA (NY)"
"11337","Barbaresco,Sori Tildin,Angelo Gaja","2010","750ml","https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u","455.00","Westgarth Wines","2010Gaja,Sori Tildin","USA (CA)"
"11337","Barbaresco,Sori Tildin,Angelo Gaja","2010","750ml","https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u","455.00","The Redd Collection","2010Barbaresco,Sori Tildin,Angelo Gaja","USA (CA)"
"11337","Barbaresco,Sori Tildin,Angelo Gaja","2010","750ml","https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u","489.97","Artisan Wine Depot","Gaja""Sori Tildin""LangheD.O.C.2010(Piedmont,Italy)-[JS97][RP96+][JS96(+)][WS94]","USA (CA)"
"11337","Barbaresco,Sori Tildin,Angelo Gaja","2010","750ml","https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u","489.99","Lincoln Fine Wines","Gaja-Nebbiolo Sori Tildin Langhe2010","USA (CA)"
"11337","Barbaresco,Sori Tildin,Angelo Gaja","2010","750ml","https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u","910.00","The Redd Collection","2010Barbaresco,Sori Tildin,Angelo Gaja","USA (CA)"
"11337","Barbaresco,Sori Tildin,Angelo Gaja","2010","750ml","https://www.wine-searcher.com/find/barbaresco+sori+tilden+angelo+gaja/2010/-/-/u","2725.00","Westgarth Wines","2010Gaja,Sori Tildin","USA (CA)"
"11338","Barolo Bussia Colonnello,Aldo Conterno","1989","750ml","https://www.wine-searcher.com/find/barolo+bussia+colonello+aldo+conterno/1989","156.00","Spectrum Wine Auctions","[lot78355]Aldo Conterno Barolo Bricco Bussia Vigna Colonnello1989","USA (CA)"
"11338","Barolo Bussia Colonnello,Aldo Conterno","1989","750ml","https://www.wine-searcher.com/find/barolo+bussia+colonello+aldo+conterno/1989","278.00","The Redd Collection","1989Barolo Bussia Colonnello,Aldo Conterno","USA (CA)"
"11338","Barolo Bussia Colonnello,Aldo Conterno","1989","750ml","https://www.wine-searcher.com/find/barolo+bussia+colonello+aldo+conterno/1989","475.00","Estate Wine Brokers","Aldo Conterno Barolo Colonnello19891500ml","USA (TX)"
"11339","Barolo Bussia Colonnello,Aldo Conterno","1990","750ml","https://www.wine-searcher.com/find/barolo+bussia+colonello+aldo+conterno/1990","266.00","The Redd Collection","1990Barolo Bussia Colonnello,Aldo Conterno","USA (CA)"
"11340","Barolo Monprivato,Giuseppe Mascarello","1989","750ml","https://www.wine-searcher.com/find/barolo+monprivato+giuseppe+mascarello/1989","949.00","Benchmark Wine Group","Giuseppe Mascarello Barolo Monprivato1989","USA (CA)"
"11340","Barolo Monprivato,Giuseppe Mascarello","1989","750ml","https://www.wine-searcher.com/find/barolo+monprivato+giuseppe+mascarello/1989","3500.00","Acker Merrall & Condit New York Auction","1989Barolo MonprivatoG.Mascarello","USA (NY)"
"11341","Barolo Monprivato,Giuseppe Mascarello","1990","750ml","https://www.wine-searcher.com/find/barolo+monprivato+giuseppe+mascarello/1990","699.00","Blacksmith Fine Wines","1990Guiseppe Mascarello Barolo Monprivato","USA (NY)"
"11342","Barolo,Gran Bussia,Aldo Conterno","1990","750ml","https://www.wine-searcher.com/find/barolo+granbussia+aldo+conterno/1990/-/-/u","349.00","Acker Merrall & Condit New York Retail","1990A.Conterno Barolo Granbussia Riserva","USA (NY)"
"11342","Barolo,Gran Bussia,Aldo Conterno","1990","750ml","https://www.wine-searcher.com/find/barolo+granbussia+aldo+conterno/1990/-/-/u","499.00","Benchmark Wine Group","Aldo Conterno Barolo Riserva Gran Bussia1990","USA (CA)"
"11342","Barolo,Gran Bussia,Aldo Conterno","1990","750ml","https://www.wine-searcher.com/find/barolo+granbussia+aldo+conterno/1990/-/-/u","549.00","IronGate.Wine","1990Poderi Aldo Conterno Barolo Riserva Granbussia-750mL","USA (NY)"
"11342","Barolo,Gran Bussia,Aldo Conterno","1990","750ml","https://www.wine-searcher.com/find/barolo+granbussia+aldo+conterno/1990/-/-/u","607.00","The Redd Collection","1990Barolo,Granbussia,Aldo Conterno","USA (CA)"
"11342","Barolo,Gran Bussia,Aldo Conterno","1990","750ml","https://www.wine-searcher.com/find/barolo+granbussia+aldo+conterno/1990/-/-/u","1022.00","Italian Wine Merchants","Poderi Aldo Conterno Barolo Granbussia Riserva1990750ml","USA (NY)"
"11342","Barolo,Gran Bussia,Aldo Conterno","1990","750ml","https://www.wine-searcher.com/find/barolo+granbussia+aldo+conterno/1990/-/-/u","1500.00","New York Wine Warehouse","1990ALDOCONTERNO,BAROLOGRANBUSSIA,REDITALIAN","USA (NY)"
"11343","Barolo,Sperss,Angelo Gaja","2000","750ml","https://www.wine-searcher.com/find/barolo+sperss+angelo+gaja/2000/-/-/u","228.00","The Redd Collection","2000Barolo,Sperss,Angelo Gaja","USA (CA)"
"11343","Barolo,Sperss,Angelo Gaja","2000","750ml","https://www.wine-searcher.com/find/barolo+sperss+angelo+gaja/2000/-/-/u","289.99","Raeders Wines & Liquors","2000Gaja Barolo Sperss,Italy,Piedmont,Langhe,Red","USA (NY)"
"11343","Barolo,Sperss,Angelo Gaja","2000","750ml","https://www.wine-searcher.com/find/barolo+sperss+angelo+gaja/2000/-/-/u","295.00","Sokolin & Co.","2000Gaja Sperss Barolo","USA (NY)"
"11343","Barolo,Sperss,Angelo Gaja","2000","750ml","https://www.wine-searcher.com/find/barolo+sperss+angelo+gaja/2000/-/-/u","299.99","Hyde Park Gourmet Food & Wine","Gaja Sperss Langhe,Piedmont2000","USA (OH)"
"11344","Beaune,Closdes Mouches,rouge,Domaine Joseph Drouhin","2005","750ml","https://www.wine-searcher.com/find/beaune+clos+de+mouches+rouge+dom+joseph+drouhin/2005/-/-/u","95.00","Mt. Carmel Wine & Spirits Co.","Beaune Closdes Mouches Joseph Drouhin2005","USA (CT)"
"11344","Beaune,Closdes Mouches,rouge,Domaine Joseph Drouhin","2005","750ml","https://www.wine-searcher.com/find/beaune+clos+de+mouches+rouge+dom+joseph+drouhin/2005/-/-/u","115.00","Casey Key Collector Wine","Domaine Joseph Drouhin Closdes Mouches Pinot Noir Burgundy Cotede Beaune2005","USA (FL)"
"11344","Beaune,Closdes Mouches,rouge,Domaine Joseph Drouhin","2005","750ml","https://www.wine-searcher.com/find/beaune+clos+de+mouches+rouge+dom+joseph+drouhin/2005/-/-/u","145.00","The Redd Collection","2005Beaune,Closdes Mouches,Rouge,Domaine Joseph Drouhin","USA (CA)"
"11344","Beaune,Closdes Mouches,rouge,Domaine Joseph Drouhin","2005","750ml","https://www.wine-searcher.com/find/beaune+clos+de+mouches+rouge+dom+joseph+drouhin/2005/-/-/u","179.00","Sokolin & Co.","2005Drouhin Beaune Closdes Mouches Rouge","USA (NY)"
"11345","Bienvenues-Batard-Montrachet,Domaine Vincent Leflaive","2015","750ml","https://www.wine-searcher.com/find/bienvenue+batard+montrachet+dom+vincent+leflaive/2015/-/-/u","626.00","The Redd Collection","2015Bienvenues-Batard-Montrachet,Domaine Vincent Leflaive","USA (CA)"
"11345","Bienvenues-Batard-Montrachet,Domaine Vincent Leflaive","2015","750ml","https://www.wine-searcher.com/find/bienvenue+batard+montrachet+dom+vincent+leflaive/2015/-/-/u","699.99","Buy-Rite Jersey City","Domaine Leflaive-Bienvenues-Batard-Montrachet2015(750ml)","USA (NJ)"
"11345","Bienvenues-Batard-Montrachet,Domaine Vincent Leflaive","2015","750ml","https://www.wine-searcher.com/find/bienvenue+batard+montrachet+dom+vincent+leflaive/2015/-/-/u","750.00","Pogo's Liquor Inc.","Domaine Leflaive-Bienvenues-Batard-Montrachet2015","USA (TX)"
"11345","Bienvenues-Batard-Montrachet,Domaine Vincent Leflaive","2015","750ml","https://www.wine-searcher.com/find/bienvenue+batard+montrachet+dom+vincent+leflaive/2015/-/-/u","2499.00","Benchmark Wine Group","Domaine Leflaive Bienvenues Batard Montrachet20153L","USA (CA)"
"11345","Bienvenues-Batard-Montrachet,Domaine Vincent Leflaive","2015","750ml","https://www.wine-searcher.com/find/bienvenue+batard+montrachet+dom+vincent+leflaive/2015/-/-/u","3618.99","Flickinger Wines","2015Dom.Leflaive Bienvenues Batard Montrachet Grand Cru","USA (IL)"
"11345","Bienvenues-Batard-Montrachet,Domaine Vincent Leflaive","2015","750ml","https://www.wine-searcher.com/find/bienvenue+batard+montrachet+dom+vincent+leflaive/2015/-/-/u","3864.00","Wine Cellarage","2015Domaine Leflaive Bienvenues Batard Montrachet[Future Arrival]","USA (NY)"
"11346","Bonnes Mares,Domaine Comte Georgesde Vogue","2011","750ml","https://www.wine-searcher.com/find/bienvenue+batard+montrachet+dom+vincent+leflaive/2011/-/-/u","499.97","Flask Fine Wine & Whisky","Domaine Leflaive-Bienvenues-Batard-Montrachet2011","USA (CA)"
"11346","Bonnes Mares,Domaine Comte Georgesde Vogue","2011","750ml","https://www.wine-searcher.com/find/bienvenue+batard+montrachet+dom+vincent+leflaive/2011/-/-/u","1099.00","Acker Merrall & Condit New York Retail","2011Leflaive Bienvenue Batard Montrachet","USA (NY)"
"11347","Bonnes Mares,Domaine Drouhin Laroze","2010","750ml","https://www.wine-searcher.com/find/bonnes+mares+domaine+drouhin+laroze/2010","158.00","The Redd Collection","2010Bonnes Mares,Domaine Drouhin Laroze","USA (CA)"
"11347","Bonnes Mares,Domaine Drouhin Laroze","2010","750ml","https://www.wine-searcher.com/find/bonnes+mares+domaine+drouhin+laroze/2010","1200.00","Wine Cellarage","2010Drouhin Laroze Bonnes Mares[Future Arrival]","USA (NY)"
"11347","Bonnes Mares,Domaine Drouhin Laroze","2010","750ml","https://www.wine-searcher.com/find/bonnes+mares+domaine+drouhin+laroze/2010","1246.99","Flickinger Wines","2010Dom.Drouhin-Laroze Bonnes Mares Grand Cru","USA (IL)"
"11348","Carruades De Lafite","1999","750ml","https://www.wine-searcher.com/find/carruades+de+lafite/1999/-/-/u","255.00","Belmont Wine Exchange LLC","1999Carruadesde Lafite","USA (CA)"
"11348","Carruades De Lafite","1999","750ml","https://www.wine-searcher.com/find/carruades+de+lafite/1999/-/-/u","325.55","Aabalat Fine & Rare Wines","1999Carruadesde Lafite Pauillac,Red Blend","USA (CA)"
"11348","Carruades De Lafite","1999","750ml","https://www.wine-searcher.com/find/carruades+de+lafite/1999/-/-/u","377.00","The Redd Collection","1999Carruadesde Lafite","USA (CA)"
"11348","Carruades De Lafite","1999","750ml","https://www.wine-searcher.com/find/carruades+de+lafite/1999/-/-/u","470.00","Sokolin & Co.","1999Carruadesde Lafite","USA (NY)"
"11348","Carruades De Lafite","1999","750ml","https://www.wine-searcher.com/find/carruades+de+lafite/1999/-/-/u","4092.99","Flickinger Wines","1999Carruadesde Lafite Pauillac","USA (IL)"
"11348","Carruades De Lafite","1999","750ml","https://www.wine-searcher.com/find/carruades+de+lafite/1999/-/-/u","4380.00","Wine Cellarage","1999Carruades Lafite[Future Arrival]","USA (NY)"
"11349","Carruades DeLafite","2003","750ml","https://www.wine-searcher.com/find/carruades+de+lafite/2003/-/-/u","239.00","MacArthur Beverages","2003Chateau Carruades Lafite-Pauillac","USA (DC)"
"11349","Carruades De Lafite","2003","750ml","https://www.wine-searcher.com/find/carruades+de+lafite/2003/-/-/u","249.00","Aabalat Fine & Rare Wines","2003Carruadesde Lafite Pauillac,Red Blend","USA (CA)"
"11349","Carruades De Lafite","2003","750ml","https://www.wine-searcher.com/find/carruades+de+lafite/2003/-/-/u","305.00","Belmont Wine Exchange LLC","2003Carruadesde Lafite","USA (CA)"
"11349","Carruades De Lafite","2003","750ml","https://www.wine-searcher.com/find/carruades+de+lafite/2003/-/-/u","380.00","The Redd Collection","2003Carruadesde Lafite","USA (CA)"
"11349","Carruades De Lafite","2003","750ml","https://www.wine-searcher.com/find/carruades+de+lafite/2003/-/-/u","470.00","Sokolin & Co.","2003Carruadesde Lafite","USA (NY)"
"11349","Carruades De Lafite","2003","750ml","https://www.wine-searcher.com/find/carruades+de+lafite/2003/-/-/u","2586.00","Wine Cellarage","2003Carruades Lafite[Future Arrival]","USA (NY)"
"11349","Carruades De Lafite","2003","750ml","https://www.wine-searcher.com/find/carruades+de+lafite/2003/-/-/u","5232.00","Wine Cellarage","2003Carruades Lafite[Future Arrival]","USA (NY)"
"11350","Ch Angelus","1994","750ml","https://www.wine-searcher.com/find/ch+angelus/1994/-/-/u","225.00","Grand Vin Wine Merchants US","Angelus1994(375ML)Saint Emilion","USA (WA)"
"11350","Ch Angelus","1994","750ml","https://www.wine-searcher.com/find/ch+angelus/1994/-/-/u","232.89","Aabalat Fine & Rare Wines","1994Angelus StEmilion,Red Blend","USA (CA)"
"11350","Ch Angelus","1994","750ml","https://www.wine-searcher.com/find/ch+angelus/1994/-/-/u","258.00","IronGate.Wine","1994Angelus-750mL","USA (NY)"
"11350","Ch Angelus","1994","750ml","https://www.wine-searcher.com/find/ch+angelus/1994/-/-/u","294.00","Kahn's Fine Wines & Spirits","1994L'ANGELUS","USA (IN)"
"11350","Ch Angelus","1994","750ml","https://www.wine-searcher.com/find/ch+angelus/1994/-/-/u","373.00","The Redd Collection","1994Ch Angelus","USA (CA)"
"11350","Ch Angelus","1994","750ml","https://www.wine-searcher.com/find/ch+angelus/1994/-/-/u","395.00","Sokolin & Co.","1994L'Angelus","USA (NY)"
"11350","Ch Angelus","1994","750ml","https://www.wine-searcher.com/find/ch+angelus/1994/-/-/u","456.89","Aabalat Fine & Rare Wines","1994Angelus StEmilion,Red Blend","USA (CA)"
"11350","Ch Angelus","1994","750ml","https://www.wine-searcher.com/find/ch+angelus/1994/-/-/u","946.89","Aabalat Fine & Rare Wines","1994Angelus StEmilion,Red Blend","USA (CA)"
"11350","Ch Angelus","1994","750ml","https://www.wine-searcher.com/find/ch+angelus/1994/-/-/u","1499.00","K&L Wine Merchants","1994Angelus St-Emilion(3L)","USA (CA)"
"11351","Ch Angelus","2000","750ml","https://www.wine-searcher.com/find/ch+angelus/2000/-/-/u","449.98","Wine Exchange","Angelus Saint Emilion2000","USA (CA)"
"11351","Ch Angelus","2000","750ml","https://www.wine-searcher.com/find/ch+angelus/2000/-/-/u","475.00","Golden West International","Chateau Angelus2000","USA (CA)"
"11351","Ch Angelus","2000","750ml","https://www.wine-searcher.com/find/ch+angelus/2000/-/-/u","655.00","The Redd Collection","2000Ch Angelus","USA (CA)"
"11351","Ch Angelus","2000","750ml","https://www.wine-searcher.com/find/ch+angelus/2000/-/-/u","750.00","Sokolin & Co.","2000L'Angelus","USA (NY)"
"11351","Ch Angelus","2000","750ml","https://www.wine-searcher.com/find/ch+angelus/2000/-/-/u","1022.34","Saratoga Wine Exchange","2000Chateau Angelus St.Emilion Grand Cru,France,Bordeaux,Saint Emilion","USA (NY)"
"11351","Ch Angelus","2000","750ml","https://www.wine-searcher.com/find/ch+angelus/2000/-/-/u","4062.00","Wine Cellarage","2000Chateau Angelus[Future Arrival]","USA (NY)"
"11352","Ch Angelus","2002","750ml","https://www.wine-searcher.com/find/ch+angelus/2002/-/-/u","320.00","Vinfolio","2002Angelus750ML","USA (CA)"
"11352","Ch Angelus","2002","750ml","https://www.wine-searcher.com/find/ch+angelus/2002/-/-/u","411.00","The Redd Collection","2002Ch Angelus","USA (CA)"
"11353","Ch Angelus","2003","750ml","https://www.wine-searcher.com/find/ch+angelus/2003/-/-/u","349.95","Real Wine","2003Chateau Angelus(Wine Stained Label)","USA (FL)"
"11353","Ch Angelus","2003","750ml","https://www.wine-searcher.com/find/ch+angelus/2003/-/-/u","375.00","RL Liquid Assets","Angelus2003750mL","USA (CA)"
"11353","Ch Angelus","2003","750ml","https://www.wine-searcher.com/find/ch+angelus/2003/-/-/u","430.00","IronGate.Wine","2003Angelus-750mL","USA (NY)"
"11353","Ch Angelus","2003","750ml","https://www.wine-searcher.com/find/ch+angelus/2003/-/-/u","430.00","The Redd Collection","2003Ch Angelus","USA (CA)"
"11353","Ch Angelus","2003","750ml","https://www.wine-searcher.com/find/ch+angelus/2003/-/-/u","473.00","Wine Cellarage","2003Chateau Angelus Saint Emilion Premier Grand Cru ClasseA","USA (NY)"
"11353","Ch Angelus","2003","750ml","https://www.wine-searcher.com/find/ch+angelus/2003/-/-/u","510.00","Sokolin & Co.","2003L'Angelus","USA (NY)"
"11353","Ch Angelus","2003","750ml","https://www.wine-searcher.com/find/ch+angelus/2003/-/-/u","2000.00","Sherry-Lehmann","Angelus,(Saint-Emilion)David Sugar Engraved''Leopard'',2003","USA (NY)"
"11353","Ch Angelus","2003","750ml","https://www.wine-searcher.com/find/ch+angelus/2003/-/-/u","2614.99","Flickinger Wines","2003Ch.L'Angelus St.Emilion","USA (IL)"
"11353","Ch Angelus","2003","750ml","https://www.wine-searcher.com/find/ch+angelus/2003/-/-/u","2760.00","Wine Cellarage","2003Chateau Angelus[Future Arrival]","USA (NY)"
"11354","Ch Angelus","2004","750ml","https://www.wine-searcher.com/find/ch+angelus/2004/-/-/u","325.00","Flickinger Wines","2004Ch.Angelus St.Emilion","USA (IL)"
"11354","Ch Angelus","2004","750ml","https://www.wine-searcher.com/find/ch+angelus/2004/-/-/u","390.00","IronGate.Wine","2004Angelus-750mL","USA (NY)"
"11354","Ch Angelus","2004","750ml","https://www.wine-searcher.com/find/ch+angelus/2004/-/-/u","390.00","The Redd Collection","2004Ch Angelus","USA (CA)"
"11354","Ch Angelus","2004","750ml","https://www.wine-searcher.com/find/ch+angelus/2004/-/-/u","689.97","Rye Brook Wine & Spirit Shop","Chateau-Angelus Saint-Emilion2004,Bordeaux,St.Emilion","USA (NY)"
"11355","Ch Angelus","2006","750ml","https://www.wine-searcher.com/find/ch+angelus/2006/-/-/u","390.00","The Redd Collection","2006Ch Angelus","USA (CA)"
"11355","Ch Angelus","2006","750ml","https://www.wine-searcher.com/find/ch+angelus/2006/-/-/u","390.00","Westgarth Wines","2006Angelus","USA (CA)"
"11355","Ch Angelus","2006","750ml","https://www.wine-searcher.com/find/ch+angelus/2006/-/-/u","399.99","Wine House","2006Chateau Angelus StEmilion750ml","USA (CA)"
"11355","Ch Angelus","2006","750ml","https://www.wine-searcher.com/find/ch+angelus/2006/-/-/u","409.00","IronGate.Wine","2006Angelus-750mL","USA (NY)"
